province,district,subdistrict,zipcode,latitude,longitude
เชียงใหม่,แม่วาง,ทุ่งรวงทอง,50360,18.554,98.849
เชียงใหม่,แม่วาง,แม่วิน,50360,18.683,98.674
เชียงใหม่,แม่วาง,ดอนเปา,50360,18.679,98.783
เชียงใหม่,แม่ออน,ออนเหนือ,50130,18.793,99.308
เชียงใหม่,แม่ออน,ออนกลาง,50130,18.758,99.263
เชียงใหม่,แม่ออน,บ้านสหกรณ์,50130,18.825,99.242
เชียงใหม่,แม่ออน,ห้วยแก้ว,50130,18.884,99.327
เชียงใหม่,แม่ออน,แม่ทา,50130,18.591,99.289
เชียงใหม่,แม่ออน,ทาเหนือ,50130,18.702,99.308
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50160,18.488,98.798
เชียงใหม่,ดอยหล่อ,สองแคว,50160,18.504,98.841
เชียงใหม่,ดอยหล่อ,ยางคราม,50160,18.560,98.782
เชียงใหม่,ดอยหล่อ,สันติสุข,50160,18.581,98.682
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,58130,19.110,98.281
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,58130,18.936,98.380
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,58130,19.011,98.218
ลำพูน,เมืองลำพูน,ในเมือง,51000,18.573,99.002
ลำพูน,เมืองลำพูน,เหมืองง่า,51000,18.613,99.032
ลำพูน,เมืองลำพูน,อุโมงค์,51150,18.648,99.042
ลำพูน,เมืองลำพูน,หนองช้างคืน,51150,18.656,99.013
ลำพูน,เมืองลำพูน,ประตูป่า,51000,18.623,98.986
ลำพูน,เมืองลำพูน,ริมปิง,51000,18.598,98.984
ลำพูน,เมืองลำพูน,ต้นธง,51000,18.572,98.985
ลำพูน,เมืองลำพูน,บ้านแป้น,51000,18.523,98.951
ลำพูน,เมืองลำพูน,เหมืองจี้,51000,18.468,98.971
ลำพูน,เมืองลำพูน,ป่าสัก,51000,18.519,99.030
ลำพูน,เมืองลำพูน,เวียงยอง,51000,18.558,99.009
ลำพูน,เมืองลำพูน,บ้านกลาง,51000,18.575,99.063
ลำพูน,เมืองลำพูน,มะเขือแจ้,51000,18.592,99.128
ลำพูน,เมืองลำพูน,ศรีบัวบาน,51000,18.517,99.109
ลำพูน,เมืองลำพูน,หนองหนาม,51000,18.502,98.989
ลำพูน,แม่ทา,ทาปลาดุก,51140,18.532,99.245
ลำพูน,แม่ทา,ทาสบเส้า,51140,18.417,99.135
ลำพูน,แม่ทา,ทากาศ,51170,18.342,99.052
ลำพูน,แม่ทา,ทาขุมเงิน,51170,18.363,98.962
ลำพูน,แม่ทา,ทาทุ่งหลวง,51170,18.438,99.030
ลำพูน,แม่ทา,ทาแม่ลอบ,51170,18.241,98.970
ลำพูน,บ้านโฮ่ง,บ้านโฮ่ง,51130,18.308,98.815
ลำพูน,บ้านโฮ่ง,ป่าพลู,51130,18.211,98.867
ลำพูน,บ้านโฮ่ง,เหล่ายาว,51130,18.360,98.794
ลำพูน,บ้านโฮ่ง,ศรีเตี้ย,51130,18.383,98.750
ลำพูน,บ้านโฮ่ง,หนองปลาสะวาย,51130,18.314,98.697
ลำพูน,ลี้,ลี้,51110,17.790,98.986
ลำพูน,ลี้,แม่ตืน,51110,17.956,98.956
ลำพูน,ลี้,นาทราย,51110,17.687,98.970
ลำพูน,ลี้,ดงดำ,51110,17.742,99.062
ลำพูน,ลี้,ก้อ,51110,17.604,98.783
ลำพูน,ลี้,แม่ลาน,51110,17.761,98.809
ลำพูน,ลี้,ป่าไผ่,51110,17.855,98.936
ลำพูน,ลี้,ศรีวิชัย,51110,18.079,98.898
ลำพูน,ทุ่งหัวช้าง,ทุ่งหัวช้าง,51160,17.983,99.048
ลำพูน,ทุ่งหัวช้าง,บ้านปวง,51160,17.870,99.089
ลำพูน,ทุ่งหัวช้าง,ตะเคียนปม,51160,18.106,99.025
ลำพูน,ป่าซาง,ปากบ่อง,51120,18.537,98.933
ลำพูน,ป่าซาง,ป่าซาง,51120,18.512,98.937
ลำพูน,ป่าซาง,แม่แรง,51120,18.498,98.910
ลำพูน,ป่าซาง,ม่วงน้อย,51120,18.479,98.941
ลำพูน,ป่าซาง,บ้านเรือน,51120,18.509,98.871
ลำพูน,ป่าซาง,มะกอก,51120,18.449,98.923
ลำพูน,ป่าซาง,ท่าตุ้ม,51120,18.478,98.873
ลำพูน,ป่าซาง,น้ำดิบ,51120,18.424,98.833
ลำพูน,ป่าซาง,นครเจดีย์,51120,18.371,98.898
ลำพูน,บ้านธิ,บ้านธิ,51180,18.614,99.190
ลำพูน,บ้านธิ,ห้วยยาบ,51180,18.679,99.163
ลำพูน,เวียงหนองล่อง,หนองล่อง,51120,18.404,98.732
ลำพูน,เวียงหนองล่อง,หนองยวง,51120,18.415,98.780
ลำพูน,เวียงหนองล่อง,วังผาง,51120,18.422,98.744
ลำปาง,เมืองลำปาง,เวียงเหนือ,52000,null,null
ลำปาง,เมืองลำปาง,หัวเวียง,52000,null,null
ลำปาง,เมืองลำปาง,สวนดอก,52100,null,null
ลำปาง,เมืองลำปาง,สบตุ๋ย,52100,null,null
ลำปาง,เมืองลำปาง,พระบาท,52000,18.255,99.518
ลำปาง,เมืองลำปาง,ชมพู,52100,18.254,99.479
ลำปาง,เมืองลำปาง,กล้วยแพะ,52000,18.211,99.502
ลำปาง,เมืองลำปาง,ปงแสนทอง,52100,18.268,99.432
ลำปาง,เมืองลำปาง,บ้านแลง,52000,18.526,99.691
ลำปาง,เมืองลำปาง,บ้านเสด็จ,52000,18.392,99.645
ลำปาง,เมืองลำปาง,พิชัย,52000,18.316,99.571
ลำปาง,เมืองลำปาง,ทุ่งฝาย,52000,18.374,99.550
ลำปาง,เมืองลำปาง,บ้านเอื้อม,52100,18.478,99.357
ลำปาง,เมืองลำปาง,บ้านเป้า,52100,18.357,99.455
ลำปาง,เมืองลำปาง,บ้านค่า,52100,18.520,99.414
ลำปาง,เมืองลำปาง,บ่อแฮ้ว,52100,18.310,99.433
ลำปาง,เมืองลำปาง,ต้นธงชัย,52000,18.390,99.485
ลำปาง,เมืองลำปาง,นิคมพัฒนา,52000,18.445,99.545
ลำปาง,เมืองลำปาง,บุญนาคพัฒนา,52000,18.460,99.598
ลำปาง,แม่เมาะ,บ้านดง,52220,18.374,99.701
ลำปาง,แม่เมาะ,นาสัก,52220,18.343,99.836
ลำปาง,แม่เมาะ,จางเหนือ,52220,18.456,99.941
ลำปาง,แม่เมาะ,แม่เมาะ,52220,18.297,99.668
ลำปาง,แม่เมาะ,สบป้าด,52220,null,null
ลำปาง,เกาะคา,ลำปางหลวง,52130,18.238,99.387
ลำปาง,เกาะคา,นาแก้ว,52130,18.031,99.301
ลำปาง,เกาะคา,ไหล่หิน,52130,18.186,99.255
ลำปาง,เกาะคา,วังพร้าว,52130,18.147,99.407
ลำปาง,เกาะคา,ศาลา,52130,18.196,99.413
ลำปาง,เกาะคา,เกาะคา,52130,18.202,99.372
ลำปาง,เกาะคา,นาแส่ง,52130,18.074,99.381
ลำปาง,เกาะคา,ท่าผา,52130,18.173,99.365
ลำปาง,เกาะคา,ใหม่พัฒนา,52130,18.254,99.318
ลำปาง,เสริมงาม,ทุ่งงาม,52210,18.071,99.244
ลำปาง,เสริมงาม,เสริมขวา,52210,18.138,99.196
ลำปาง,เสริมงาม,เสริมซ้าย,52210,17.975,99.165
ลำปาง,เสริมงาม,เสริมกลาง,52210,18.132,99.087
ลำปาง,งาว,หลวงเหนือ,52110,18.752,99.996
ลำปาง,งาว,หลวงใต้,52110,18.743,99.958
ลำปาง,งาว,บ้านโป่ง,52110,18.726,99.886
ลำปาง,งาว,บ้านร้อง,52110,18.972,99.824
ลำปาง,งาว,ปงเตา,52110,18.839,99.927
ลำปาง,งาว,นาแก,52110,18.817,99.885
ลำปาง,งาว,บ้านอ้อน,52110,18.788,99.852
ลำปาง,งาว,บ้านแหง,52110,18.782,100.054
ลำปาง,งาว,บ้านหวด,52110,18.609,99.888
ลำปาง,งาว,แม่ตีบ,52110,18.634,100.038
ลำปาง,แจ้ห่ม,แจ้ห่ม,52120,18.700,99.616
ลำปาง,แจ้ห่ม,บ้านสา,52120,18.592,99.561
ลำปาง,แจ้ห่ม,ปงดอน,52120,18.783,99.695
ลำปาง,แจ้ห่ม,แม่สุก,52120,18.836,99.578
ลำปาง,แจ้ห่ม,เมืองมาย,52120,18.645,99.725
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,52120,18.914,99.703
ลำปาง,แจ้ห่ม,วิเชตนคร,52120,18.726,99.557
ลำปาง,วังเหนือ,ทุ่งฮั้ว,52140,19.229,99.631
ลำปาง,วังเหนือ,วังเหนือ,52140,19.160,99.585
ลำปาง,วังเหนือ,วังใต้,52140,19.084,99.577
ลำปาง,วังเหนือ,ร่องเคาะ,52140,18.992,99.601
ลำปาง,วังเหนือ,วังทอง,52140,19.070,99.713
ลำปาง,วังเหนือ,วังซ้าย,52140,19.157,99.645
ลำปาง,วังเหนือ,วังแก้ว,52140,19.329,99.636
ลำปาง,วังเหนือ,วังทรายคำ,52140,19.080,99.649
ลำปาง,เถิน,ล้อมแรด,52160,17.634,99.212
ลำปาง,เถิน,แม่วะ,52230,17.468,99.216
ลำปาง,เถิน,แม่ปะ,52160,17.684,99.299
ลำปาง,เถิน,แม่มอก,52160,17.609,99.381
ลำปาง,เถิน,เวียงมอก,52160,17.396,99.353
ลำปาง,เถิน,นาโป่ง,52160,17.651,99.116
ลำปาง,เถิน,แม่ถอด,52160,17.766,99.201
ลำปาง,เถิน,เถินบุรี,52160,17.558,99.207
ลำปาง,แม่พริก,แม่พริก,52180,17.513,99.009
ลำปาง,แม่พริก,ผาปัง,52180,17.564,99.069
ลำปาง,แม่พริก,แม่ปุ,52180,17.539,99.152
ลำปาง,แม่พริก,พระบาทวังตวง,52180,17.412,99.162
ลำปาง,แม่ทะ,แม่ทะ,52150,18.162,99.563
ลำปาง,แม่ทะ,นาครัว,52150,18.109,99.545
ลำปาง,แม่ทะ,ป่าตัน,52150,18.122,99.477
ลำปาง,แม่ทะ,บ้านกิ่ว,52150,18.089,99.491
ลำปาง,แม่ทะ,บ้านบอม,52150,18.054,99.489
ลำปาง,แม่ทะ,น้ำโจ้,52150,18.170,99.460
ลำปาง,แม่ทะ,ดอนไฟ,52150,18.104,99.671
ลำปาง,แม่ทะ,หัวเสือ,52150,18.173,99.696
ลำปาง,แม่ทะ,วังเงิน,52150,18.090,99.614
ลำปาง,แม่ทะ,สันดอนแก้ว,52150,17.984,99.484
ลำปาง,สบปราบ,สบปราบ,52170,17.835,99.344
ลำปาง,สบปราบ,สมัย,52170,17.900,99.421
ลำปาง,สบปราบ,แม่กัวะ,52170,17.956,99.353
ลำปาง,สบปราบ,นายาง,52170,17.904,99.266
ลำปาง,ห้างฉัตร,ห้างฉัตร,52190,18.337,99.353
ลำปาง,ห้างฉัตร,หนองหล่ม,52190,18.349,99.387
ลำปาง,ห้างฉัตร,เมืองยาว,52190,18.269,99.200
ลำปาง,ห้างฉัตร,ปงยางคก,52190,18.284,99.365
ลำปาง,ห้างฉัตร,เวียงตาล,52190,18.408,99.277
ลำปาง,ห้างฉัตร,แม่สัน,52190,18.291,99.273
ลำปาง,ห้างฉัตร,วอแก้ว,52190,18.421,99.339
ลำปาง,เมืองปาน,เมืองปาน,52240,18.797,99.446
ลำปาง,เมืองปาน,บ้านขอ,52240,18.685,99.481
ลำปาง,เมืองปาน,ทุ่งกว๋าว,52240,18.570,99.470
ลำปาง,เมืองปาน,แจ้ซ้อน,52240,18.838,99.501
ลำปาง,เมืองปาน,หัวเมือง,52240,18.946,99.531
อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าอิฐ,53000,17.613,100.079
อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าเสา,53000,17.652,100.086
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านเกาะ,53000,17.579,100.117
อุตรดิตถ์,เมืองอุตรดิตถ์,ป่าเซ่า,53000,17.600,100.160
อุตรดิตถ์,เมืองอุตรดิตถ์,คุ้งตะเภา,53000,17.641,100.166
อุตรดิตถ์,เมืองอุตรดิตถ์,วังกะพี้,53170,17.545,100.079
อุตรดิตถ์,เมืองอุตรดิตถ์,หาดกรวด,53000,17.562,100.199
อุตรดิตถ์,เมืองอุตรดิตถ์,น้ำริด,53000,17.684,100.132
อุตรดิตถ์,เมืองอุตรดิตถ์,งิ้วงาม,53000,17.702,100.174
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่านนาขาม,53000,17.784,100.161
อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่าน,53000,17.663,100.280
อุตรดิตถ์,เมืองอุตรดิตถ์,ผาจุก,53000,17.639,100.243
อุตรดิตถ์,เมืองอุตรดิตถ์,วังดิน,53000,17.737,100.266
อุตรดิตถ์,เมืองอุตรดิตถ์,แสนตอ,53000,17.651,100.365
อุตรดิตถ์,เมืองอุตรดิตถ์,หาดงิ้ว,53000,17.681,100.337
อุตรดิตถ์,เมืองอุตรดิตถ์,ขุนฝาง,53000,17.760,100.223
อุตรดิตถ์,เมืองอุตรดิตถ์,ถ้ำฉลอง,53000,17.606,100.360
อุตรดิตถ์,ตรอน,วังแดง,53140,17.488,100.113
อุตรดิตถ์,ตรอน,บ้านแก่ง,53140,17.441,100.158
อุตรดิตถ์,ตรอน,หาดสองแคว,53140,17.426,100.115
อุตรดิตถ์,ตรอน,น้ำอ่าง,53140,17.456,100.215
อุตรดิตถ์,ตรอน,ข่อยสูง,53140,17.502,99.976
อุตรดิตถ์,ท่าปลา,ท่าปลา,53150,17.845,100.448
อุตรดิตถ์,ท่าปลา,หาดล้า,53150,17.760,100.333
อุตรดิตถ์,ท่าปลา,ผาเลือด,53190,17.749,100.491
อุตรดิตถ์,ท่าปลา,จริม,53150,17.834,100.353
อุตรดิตถ์,ท่าปลา,น้ำหมัน,53150,17.862,100.250
อุตรดิตถ์,ท่าปลา,ท่าแฝก,53110,17.920,100.615
อุตรดิตถ์,ท่าปลา,นางพญา,53150,17.970,100.441
อุตรดิตถ์,ท่าปลา,ร่วมจิต,53190,17.718,100.329
อุตรดิตถ์,น้ำปาด,แสนตอ,53110,17.720,100.646
อุตรดิตถ์,น้ำปาด,บ้านฝาย,53110,17.740,100.758
อุตรดิตถ์,น้ำปาด,เด่นเหล็ก,53110,17.820,100.788
อุตรดิตถ์,น้ำปาด,น้ำไคร้,53110,17.608,100.542
อุตรดิตถ์,น้ำปาด,น้ำไผ่,53110,null,null
อุตรดิตถ์,น้ำปาด,ห้วยมุ่น,53110,17.794,100.935
อุตรดิตถ์,ฟากท่า,ฟากท่า,53160,18.068,100.937
อุตรดิตถ์,ฟากท่า,สองคอน,53160,17.955,100.906
อุตรดิตถ์,ฟากท่า,บ้านเสี้ยว,53160,17.914,100.848
อุตรดิตถ์,ฟากท่า,สองห้อง,53160,17.930,100.757
อุตรดิตถ์,บ้านโคก,ม่วงเจ็ดต้น,53180,18.115,101.062
อุตรดิตถ์,บ้านโคก,บ้านโคก,53180,18.008,101.084
อุตรดิตถ์,บ้านโคก,นาขุม,53180,17.951,100.998
อุตรดิตถ์,บ้านโคก,บ่อเบี้ย,53180,18.253,101.044
อุตรดิตถ์,พิชัย,ในเมือง,53120,17.301,100.107
อุตรดิตถ์,พิชัย,บ้านดารา,53220,17.370,100.130
อุตรดิตถ์,พิชัย,ไร่อ้อย,53120,17.358,100.027
อุตรดิตถ์,พิชัย,ท่าสัก,53220,17.379,100.178
อุตรดิตถ์,พิชัย,คอรุม,53120,17.292,100.031
อุตรดิตถ์,พิชัย,บ้านหม้อ,53120,17.256,100.123
อุตรดิตถ์,พิชัย,ท่ามะเฟือง,53120,17.238,100.021
อุตรดิตถ์,พิชัย,บ้านโคน,53120,17.208,100.138
อุตรดิตถ์,พิชัย,พญาแมน,53120,17.187,100.016
อุตรดิตถ์,พิชัย,นาอิน,53120,17.245,100.193
อุตรดิตถ์,พิชัย,นายาง,53120,17.318,100.210
อุตรดิตถ์,ลับแล,ศรีพนมมาศ,53130,17.652,100.039
อุตรดิตถ์,ลับแล,แม่พูล,53130,17.746,99.968
อุตรดิตถ์,ลับแล,นานกกก,53130,17.754,100.072
อุตรดิตถ์,ลับแล,ฝายหลวง,53130,17.651,99.997
อุตรดิตถ์,ลับแล,ชัยจุมพล,53130,17.631,100.037
อุตรดิตถ์,ลับแล,ไผ่ล้อม,53210,17.529,100.035
อุตรดิตถ์,ลับแล,ทุ่งยั้ง,53210,17.580,100.015
อุตรดิตถ์,ลับแล,ด่านแม่คำมัน,53210,17.547,99.963
อุตรดิตถ์,ทองแสนขัน,ผักขวง,53230,17.535,100.415
อุตรดิตถ์,ทองแสนขัน,บ่อทอง,53230,17.444,100.356
อุตรดิตถ์,ทองแสนขัน,ป่าคาย,53230,17.495,100.267
อุตรดิตถ์,ทองแสนขัน,น้ำพี้,53230,17.581,100.299
แพร่,เมืองแพร่,ในเวียง,54000,18.140,100.142
แพร่,เมืองแพร่,นาจักร,54000,18.113,100.164
แพร่,เมืองแพร่,น้ำชำ,54000,18.186,100.255
แพร่,เมืองแพร่,ป่าแดง,54000,18.063,100.316
แพร่,เมืองแพร่,ทุ่งโฮ้ง,54000,18.188,100.196
แพร่,เมืองแพร่,เหมืองหม้อ,54000,18.163,100.210
แพร่,เมืองแพร่,วังธง,54000,18.209,100.110
แพร่,เมืองแพร่,แม่หล่าย,54000,18.215,100.204
แพร่,เมืองแพร่,ห้วยม้า,54000,18.228,100.237
แพร่,เมืองแพร่,ป่าแมต,54000,18.158,100.092
แพร่,เมืองแพร่,บ้านถิ่น,54000,18.154,100.224
แพร่,เมืองแพร่,สวนเขื่อน,54000,18.128,100.306
แพร่,เมืองแพร่,วังหงส์,54000,null,null
แพร่,เมืองแพร่,แม่คำมี,54000,18.247,100.217
แพร่,เมืองแพร่,ทุ่งกวาว,54000,18.165,100.154
แพร่,เมืองแพร่,ท่าข้าม,54000,18.229,100.126
แพร่,เมืองแพร่,แม่ยม,54000,18.187,100.157
แพร่,เมืองแพร่,ช่อแฮ,54000,17.954,100.323
แพร่,เมืองแพร่,ร่องฟอง,54000,18.167,100.193
แพร่,เมืองแพร่,กาญจนา,54000,18.123,100.184
แพร่,ร้องกวาง,ร้องกวาง,54140,18.351,100.336
แพร่,ร้องกวาง,ร้องเข็ม,54140,18.293,100.313
แพร่,ร้องกวาง,น้ำเลา,54140,18.254,100.309
แพร่,ร้องกวาง,บ้านเวียง,54140,18.208,100.381
แพร่,ร้องกวาง,ทุ่งศรี,54140,18.316,100.340
แพร่,ร้องกวาง,แม่ยางตาล,54140,18.304,100.257
แพร่,ร้องกวาง,แม่ยางฮ่อ,54140,18.350,100.260
แพร่,ร้องกวาง,ไผ่โทน,54140,18.320,100.464
แพร่,ร้องกวาง,ห้วยโรง,54140,18.432,100.513
แพร่,ร้องกวาง,แม่ทราย,54140,18.411,100.314
แพร่,ร้องกวาง,แม่ยางร้อง,54140,18.396,100.248
แพร่,ลอง,ห้วยอ้อ,54150,18.131,99.825
แพร่,ลอง,บ้านปิน,54150,18.065,99.937
แพร่,ลอง,ต้าผามอก,54150,18.151,99.983
แพร่,ลอง,เวียงต้า,54150,18.303,99.999
แพร่,ลอง,ปากกาง,54150,18.042,99.811
แพร่,ลอง,หัวทุ่ง,54150,18.093,99.776
แพร่,ลอง,ทุ่งแล้ง,54150,17.959,99.752
แพร่,ลอง,บ่อเหล็กลอง,54150,18.013,99.719
แพร่,ลอง,แม่ปาน,54150,17.986,99.871
แพร่,สูงเม่น,สูงเม่น,54130,18.059,100.087
แพร่,สูงเม่น,น้ำชำ,54130,18.034,100.091
แพร่,สูงเม่น,หัวฝาย,54130,17.961,100.188
แพร่,สูงเม่น,ดอนมูล,54130,18.067,100.126
แพร่,สูงเม่น,บ้านเหล่า,54130,18.015,100.206
แพร่,สูงเม่น,บ้านกวาง,54130,18.033,100.222
แพร่,สูงเม่น,บ้านปง,54130,18.060,100.026
แพร่,สูงเม่น,บ้านกาศ,54130,18.090,100.168
แพร่,สูงเม่น,ร่องกาศ,54130,18.096,100.126
แพร่,สูงเม่น,สบสาย,54130,18.102,100.023
แพร่,สูงเม่น,เวียงทอง,54000,18.124,100.046
แพร่,สูงเม่น,พระหลวง,54130,18.069,100.111
แพร่,เด่นชัย,เด่นชัย,54110,17.973,100.040
แพร่,เด่นชัย,แม่จั๊วะ,54110,17.975,100.104
แพร่,เด่นชัย,ไทรย้อย,54110,17.892,99.956
แพร่,เด่นชัย,ห้วยไร่,54110,17.898,100.090
แพร่,เด่นชัย,ปงป่าหวาย,54110,18.024,99.991
แพร่,สอง,บ้านหนุน,54120,18.437,100.234
แพร่,สอง,บ้านกลาง,54120,18.485,100.183
แพร่,สอง,ห้วยหม้าย,54120,18.418,100.089
แพร่,สอง,เตาปูน,54120,18.531,100.271
แพร่,สอง,หัวเมือง,54120,18.333,100.181
แพร่,สอง,สะเอียบ,54120,18.709,100.247
แพร่,สอง,แดนชุมพล,54120,18.365,100.198
แพร่,สอง,ทุ่งน้าว,54120,18.402,100.200
แพร่,วังชิ้น,วังชิ้น,54160,17.861,99.647
แพร่,วังชิ้น,สรอย,54160,17.759,99.425
แพร่,วังชิ้น,แม่ป้าก,54160,18.005,99.638
แพร่,วังชิ้น,นาพูน,54160,17.850,99.790
แพร่,วังชิ้น,แม่พุง,54160,17.866,99.539
แพร่,วังชิ้น,ป่าสัก,54160,17.826,99.472
แพร่,วังชิ้น,แม่เกิ๋ง,54160,17.945,99.556
แพร่,หนองม่วงไข่,แม่คำมี,54170,18.271,100.218
แพร่,หนองม่วงไข่,หนองม่วงไข่,54170,18.295,100.208
แพร่,หนองม่วงไข่,น้ำรัด,54170,18.268,100.138
แพร่,หนองม่วงไข่,วังหลวง,54170,18.294,100.115
แพร่,หนองม่วงไข่,ตำหนักธรรม,54170,18.271,100.266
แพร่,หนองม่วงไข่,ทุ่งแค้ว,54170,18.320,100.120
น่าน,เมืองน่าน,ในเวียง,55000,18.793,100.786
น่าน,เมืองน่าน,บ่อ,55000,18.970,100.721
น่าน,เมืองน่าน,ผาสิงห์,55000,18.850,100.749
น่าน,เมืองน่าน,ไชยสถาน,55000,18.783,100.731
น่าน,เมืองน่าน,ถืมตอง,55000,18.797,100.712
น่าน,เมืองน่าน,เรือง,55000,18.783,100.615
น่าน,เมืองน่าน,นาซาว,55000,null,null
น่าน,เมืองน่าน,ดู่ใต้,55000,18.724,100.739
น่าน,เมืองน่าน,กองควาย,55000,18.686,100.732
น่าน,เมืองน่าน,บ่อสวก,55000,null,null
น่าน,เมืองน่าน,สะเนียน,55000,18.912,100.592
น่าน,แม่จริม,หนองแดง,55170,18.736,101.025
น่าน,แม่จริม,หมอเมือง,55170,18.687,100.975
น่าน,แม่จริม,น้ำพาง,55170,18.611,101.057
น่าน,แม่จริม,น้ำปาย,55170,18.641,100.961
น่าน,แม่จริม,แม่จริม,55170,18.824,101.045
น่าน,บ้านหลวง,บ้านฟ้า,55190,18.782,100.429
น่าน,บ้านหลวง,ป่าคาหลวง,55190,18.858,100.405
น่าน,บ้านหลวง,สวด,55190,18.849,100.484
น่าน,บ้านหลวง,บ้านพี้,55190,18.907,100.425
น่าน,นาน้อย,นาน้อย,55150,18.313,100.681
น่าน,นาน้อย,เชียงของ,55150,18.273,100.884
น่าน,นาน้อย,ศรีษะเกษ,55150,18.369,100.771
น่าน,นาน้อย,สถาน,55150,18.236,100.745
น่าน,นาน้อย,สันทะ,55150,18.276,100.567
น่าน,นาน้อย,บัวใหญ่,55150,18.350,100.570
น่าน,นาน้อย,น้ำตก,55150,18.394,100.629
น่าน,ปัว,ปัว,55120,19.168,100.903
น่าน,ปัว,แงง,55120,19.197,100.849
น่าน,ปัว,สถาน,55120,19.224,100.951
น่าน,ปัว,ศิลาแลง,55120,19.148,100.967
น่าน,ปัว,ศิลาเพชร,55120,19.097,100.957
น่าน,ปัว,อวน,55120,19.029,100.998
น่าน,ปัว,ไชยวัฒนา,55120,19.222,100.895
น่าน,ปัว,เจดีย์ชัย,55120,null,null
น่าน,ปัว,ภูคา,55120,19.254,101.091
น่าน,ปัว,สกาด,55120,19.270,101.031
น่าน,ปัว,ป่ากลาง,55120,19.130,100.900
น่าน,ปัว,วรนคร,55120,19.176,100.947
น่าน,ท่าวังผา,ริม,55140,19.119,100.798
น่าน,ท่าวังผา,ป่าคา,55140,19.107,100.665
น่าน,ท่าวังผา,ผาตอ,55140,19.214,100.774
น่าน,ท่าวังผา,ยม,55140,19.061,100.926
น่าน,ท่าวังผา,ตาลชุม,55140,19.022,100.829
น่าน,ท่าวังผา,ศรีภูมิ,55140,19.069,100.726
น่าน,ท่าวังผา,จอมพระ,55140,19.103,100.865
น่าน,ท่าวังผา,แสนทอง,55140,19.140,100.751
น่าน,ท่าวังผา,ท่าวังผา,55140,19.128,100.831
น่าน,ท่าวังผา,ผาทอง,55140,null,null
น่าน,เวียงสา,กลางเวียง,55110,18.577,100.740
น่าน,เวียงสา,ขึ่ง,55110,18.530,100.834
น่าน,เวียงสา,ไหล่น่าน,55110,18.590,100.930
น่าน,เวียงสา,ตาลชุม,55110,18.637,100.783
น่าน,เวียงสา,นาเหลือง,55110,18.679,100.837
น่าน,เวียงสา,ส้าน,55110,18.464,100.729
น่าน,เวียงสา,น้ำมวบ,55110,18.444,100.940
น่าน,เวียงสา,น้ำปั้ว,55110,18.639,100.725
น่าน,เวียงสา,ยาบหัวนา,55110,18.611,100.471
น่าน,เวียงสา,ปงสนุก,55110,18.600,100.648
น่าน,เวียงสา,อ่ายนาไลย,55110,18.514,100.541
น่าน,เวียงสา,ส้านนาหนองใหม่,55110,18.531,100.996
น่าน,เวียงสา,แม่ขะนิง,55110,18.718,100.552
น่าน,เวียงสา,แม่สาคร,55110,18.474,100.637
น่าน,เวียงสา,จอมจันทร์,55110,18.637,100.896
น่าน,เวียงสา,แม่สา,55110,18.564,100.660
น่าน,เวียงสา,ทุ่งศรีทอง,55110,18.661,100.694
น่าน,ทุ่งช้าง,ปอน,55130,19.535,100.975
น่าน,ทุ่งช้าง,งอบ,55130,19.514,100.849
น่าน,ทุ่งช้าง,และ,55130,19.447,100.811
น่าน,ทุ่งช้าง,ทุ่งช้าง,55130,19.390,100.834
น่าน,เชียงกลาง,เชียงกลาง,55160,19.320,100.970
น่าน,เชียงกลาง,เปือ,55160,19.324,100.843
น่าน,เชียงกลาง,เชียงคาน,55160,19.246,100.855
น่าน,เชียงกลาง,พระธาตุ,55160,19.338,100.925
น่าน,เชียงกลาง,พญาแก้ว,55160,19.270,100.909
น่าน,เชียงกลาง,พระพุทธบาท,55160,19.258,100.814
น่าน,นาหมื่น,นาทะนุง,55180,18.117,100.615
น่าน,นาหมื่น,บ่อแก้ว,55180,18.139,100.832
น่าน,นาหมื่น,เมืองลี,55180,18.226,100.505
น่าน,นาหมื่น,ปิงหลวง,55180,18.115,100.486
น่าน,สันติสุข,ดู่พงษ์,55210,18.898,100.902
น่าน,สันติสุข,ป่าแลวหลวง,55210,18.957,100.950
น่าน,สันติสุข,พงษ์,55210,18.899,100.983
น่าน,บ่อเกลือ,บ่อเกลือเหนือ,55220,19.297,101.176
น่าน,บ่อเกลือ,บ่อเกลือใต้,55220,19.127,101.130
น่าน,บ่อเกลือ,ภูฟ้า,55220,18.973,101.201
น่าน,บ่อเกลือ,ดงพญา,55220,19.220,101.198
น่าน,สองแคว,นาไร่หลวง,55160,19.339,100.704
น่าน,สองแคว,ชนแดน,55160,19.462,100.691
น่าน,สองแคว,ยอด,55160,19.384,100.567
น่าน,ภูเพียง,ม่วงตึ๊ด,55000,18.756,100.816
น่าน,ภูเพียง,นาปัง,55000,18.696,100.801
